Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
01.10.2022;18:00;1.138;373;1.660;5.661;332;30;1.007;2.369;563;476;1.158;257
01.10.2022;18:15;1.137;368;1.665;5.656;175;30;1.008;2.368;565;479;1.375;260
01.10.2022;18:30;1.138;375;1.677;5.675;66;30;1.008;2.372;566;481;1.563;262
01.10.2022;18:45;1.134;377;1.683;5.680;17;30;1.009;2.352;580;482;1.570;262
01.10.2022;19:00;1.137;374;1.677;5.715;2;30;1.008;2.335;595;487;1.506;262
01.10.2022;19:15;1.138;370;1.664;5.787;0;30;1.009;2.339;594;482;1.485;262
01.10.2022;19:30;1.137;363;1.677;5.933;0;30;1.009;2.335;594;488;1.329;262
01.10.2022;19:45;1.139;358;1.687;5.964;0;30;1.008;2.343;594;484;1.224;265
01.10.2022;20:00;1.138;379;1.679;5.911;0;30;1.008;2.357;588;483;1.487;264
01.10.2022;20:15;1.139;359;1.651;5.958;0;30;1.008;2.333;587;483;1.260;263
01.10.2022;20:30;1.138;358;1.618;6.037;0;30;1.008;2.302;566;480;1.047;262
01.10.2022;20:45;1.137;355;1.627;6.023;0;30;1.007;2.322;555;484;881;262
01.10.2022;21:00;1.138;366;1.629;5.857;0;30;1.009;2.388;564;485;697;263
01.10.2022;21:15;1.138;359;1.555;5.876;0;30;1.008;2.368;562;486;492;261
01.10.2022;21:30;1.139;359;1.489;5.991;0;30;1.008;2.343;547;488;502;262
01.10.2022;21:45;1.137;358;1.595;6.065;0;30;1.006;2.284;535;484;363;261
01.10.2022;22:00;1.136;370;1.600;6.011;0;30;1.005;2.230;522;482;236;260
01.10.2022;22:15;1.134;364;1.614;5.988;0;30;1.005;2.221;519;486;202;260
01.10.2022;22:30;1.131;361;1.651;5.905;0;30;1.007;2.196;516;486;143;261
01.10.2022;22:45;1.129;360;1.577;5.999;0;30;1.008;2.137;515;479;31;261
01.10.2022;23:00;1.128;362;1.602;6.029;0;30;1.008;2.066;511;477;66;261
01.10.2022;23:15;1.129;360;1.561;6.070;0;29;1.006;2.002;511;476;21;262
01.10.2022;23:30;1.129;361;1.628;6.079;0;29;1.008;1.945;508;478;8;263
01.10.2022;23:45;1.129;355;1.620;6.061;0;29;1.006;1.894;506;479;8;262
02.10.2022;00:00;1.129;363;1.711;6.044;0;29;1.007;1.817;501;517;13;263
02.10.2022;00:15;1.129;360;1.674;6.047;0;29;1.006;1.700;502;513;34;263
02.10.2022;00:30;1.131;361;1.645;6.071;0;29;1.005;1.642;500;514;34;264
02.10.2022;00:45;1.127;361;1.697;6.038;0;29;1.006;1.570;500;513;23;264
02.10.2022;01:00;1.125;362;1.717;5.990;0;29;1.006;1.510;491;481;6;263
02.10.2022;01:15;1.124;362;1.715;5.967;0;29;1.002;1.445;492;484;16;262
02.10.2022;01:30;1.127;363;1.698;5.902;0;29;1.002;1.431;489;480;92;265
02.10.2022;01:45;1.125;361;1.701;5.941;0;29;1.001;1.423;489;482;91;265
02.10.2022;02:00;1.126;377;1.746;5.296;0;29;989;1.425;487;484;28;264
02.10.2022;02:15;1.126;369;1.762;5.193;0;29;985;1.419;488;489;44;262
02.10.2022;02:30;1.125;371;1.747;5.161;0;29;985;1.422;485;486;51;262
02.10.2022;02:45;1.125;377;1.700;5.098;0;29;978;1.426;484;486;40;262
02.10.2022;03:00;1.124;373;1.647;5.389;0;29;989;1.421;482;484;32;262
02.10.2022;03:15;1.124;368;1.610;5.398;0;29;995;1.427;482;483;15;263
02.10.2022;03:30;1.123;369;1.648;5.398;0;29;995;1.424;482;484;11;263
02.10.2022;03:45;1.121;371;1.652;5.407;0;29;996;1.401;481;485;11;263
02.10.2022;04:00;1.123;369;1.646;5.532;0;29;993;1.384;481;484;11;264
02.10.2022;04:15;1.122;368;1.633;5.549;0;29;995;1.382;490;485;12;264
02.10.2022;04:30;1.122;369;1.653;5.504;0;29;996;1.386;495;485;14;264
02.10.2022;04:45;1.117;370;1.673;5.462;0;29;988;1.385;492;482;12;263
02.10.2022;05:00;1.119;371;1.633;5.393;0;29;989;1.392;488;483;13;259
02.10.2022;05:15;1.119;374;1.627;5.360;0;29;993;1.392;492;475;9;258
02.10.2022;05:30;1.117;375;1.657;5.345;0;29;988;1.390;491;479;1;259
02.10.2022;05:45;1.115;376;1.679;5.326;0;29;987;1.391;494;482;2;258
02.10.2022;06:00;1.114;377;1.705;5.324;0;29;986;1.396;497;479;1;259
02.10.2022;06:15;1.114;381;1.625;5.400;0;29;988;1.420;561;482;13;260
02.10.2022;06:30;1.115;381;1.591;5.458;0;29;993;1.474;597;476;16;261
02.10.2022;06:45;1.110;382;1.560;5.440;1;29;991;1.512;610;478;34;260
02.10.2022;07:00;1.111;382;1.667;5.394;2;29;981;1.551;616;475;52;261
02.10.2022;07:15;1.110;383;1.680;5.423;16;29;982;1.588;619;471;19;261
02.10.2022;07:30;1.112;384;1.579;5.300;58;29;982;1.658;628;475;22;261
02.10.2022;07:45;1.113;387;1.504;5.179;146;29;981;1.704;646;474;19;264
02.10.2022;08:00;1.113;392;1.652;5.089;293;29;981;1.851;661;474;212;267
02.10.2022;08:15;1.115;394;1.555;4.995;475;29;982;2.009;671;476;86;266
02.10.2022;08:30;1.118;390;1.508;4.952;687;29;983;2.103;682;471;52;265
02.10.2022;08:45;1.113;389;1.504;4.868;910;29;982;2.175;698;469;49;266
02.10.2022;09:00;1.116;413;1.659;4.636;1.140;29;970;2.281;742;475;423;268
02.10.2022;09:15;1.118;410;1.653;4.441;1.387;29;970;2.287;758;474;481;267
02.10.2022;09:30;1.119;414;1.643;4.278;1.634;29;968;2.277;772;476;708;266
02.10.2022;09:45;1.120;403;1.623;4.210;1.888;29;964;2.296;789;471;677;265
02.10.2022;10:00;1.119;406;1.619;4.170;2.146;30;951;2.324;806;465;724;265
02.10.2022;10:15;1.123;407;1.590;4.110;2.339;29;947;2.336;812;468;652;265
02.10.2022;10:30;1.123;426;1.558;4.009;2.528;29;950;2.343;814;464;579;264
02.10.2022;10:45;1.125;425;1.521;3.979;2.654;29;951;2.308;826;466;511;266
02.10.2022;11:00;1.127;427;1.487;3.964;2.732;29;954;2.324;841;460;211;266
02.10.2022;11:15;1.128;410;1.472;4.048;2.834;29;951;2.301;851;466;213;265
02.10.2022;11:30;1.126;407;1.474;4.088;2.943;29;952;2.297;867;467;203;264
02.10.2022;11:45;1.123;405;1.501;4.284;3.010;29;948;2.291;870;470;203;264
02.10.2022;12:00;1.123;420;1.509;4.341;3.110;29;949;2.282;874;455;119;263
02.10.2022;12:15;1.123;419;1.503;4.336;3.155;29;951;2.237;872;459;94;264
02.10.2022;12:30;1.121;414;1.520;4.402;3.263;29;950;2.182;872;458;33;263
02.10.2022;12:45;1.121;401;1.536;4.504;3.287;29;945;2.125;868;460;51;261
02.10.2022;13:00;1.122;412;1.563;4.500;3.311;29;949;2.044;870;459;60;264
02.10.2022;13:15;1.125;412;1.476;4.461;3.382;29;940;2.022;870;455;11;260
02.10.2022;13:30;1.126;413;1.359;4.483;3.382;29;937;2.008;878;456;9;259
02.10.2022;13:45;1.125;422;1.330;4.439;3.296;29;925;1.996;883;460;7;261
02.10.2022;14:00;1.127;433;1.330;4.508;3.317;29;928;1.900;889;455;36;261
02.10.2022;14:15;1.129;436;1.329;4.530;3.215;29;934;1.876;887;460;35;262
02.10.2022;14:30;1.127;433;1.319;4.487;3.113;29;943;1.871;872;458;27;262
02.10.2022;14:45;1.124;430;1.312;4.546;3.017;29;942;1.876;835;459;25;261
02.10.2022;15:00;1.125;417;1.399;4.705;2.896;29;933;1.879;779;458;10;263
02.10.2022;15:15;1.126;420;1.412;4.747;2.776;29;931;1.924;769;456;5;264
02.10.2022;15:30;1.130;436;1.378;4.738;2.637;29;949;1.952;755;463;10;262
02.10.2022;15:45;1.133;437;1.349;4.635;2.403;29;954;2.038;750;460;133;264
02.10.2022;16:00;1.135;431;1.324;4.631;2.224;29;964;2.119;722;462;8;264
02.10.2022;16:15;1.135;428;1.335;4.599;2.043;29;973;2.242;720;470;8;264
02.10.2022;16:30;1.132;438;1.361;4.515;1.788;29;976;2.318;737;467;19;264
02.10.2022;16:45;1.130;449;1.346;4.529;1.553;29;978;2.389;762;467;34;261
02.10.2022;17:00;1.131;431;1.349;4.443;1.285;29;994;2.410;820;474;119;265
02.10.2022;17:15;1.133;449;1.363;4.386;1.016;29;1.006;2.452;897;472;245;264
02.10.2022;17:30;1.139;420;1.390;4.237;771;29;1.005;2.459;987;473;586;263
02.10.2022;17:45;1.140;419;1.408;4.047;526;29;1.008;2.462;1.051;473;1.167;263
02.10.2022;18:00;1.141;419;1.496;3.976;322;29;1.003;2.449;1.113;469;1.132;258
02.10.2022;18:15;1.143;423;1.516;3.887;168;29;1.006;2.466;1.119;472;1.478;259
02.10.2022;18:30;1.144;427;1.548;3.914;63;29;1.005;2.463;1.175;476;1.563;262
02.10.2022;18:45;1.143;429;1.470;4.053;16;29;1.006;2.458;1.170;470;1.631;263
02.10.2022;19:00;1.144;429;1.469;4.047;2;29;1.003;2.448;1.135;476;1.551;256
02.10.2022;19:15;1.145;429;1.491;4.099;0;29;1.007;2.463;1.123;474;1.593;261
02.10.2022;19:30;1.148;431;1.530;4.164;0;29;1.005;2.462;1.100;480;1.443;264
02.10.2022;19:45;1.146;431;1.561;4.303;0;29;1.005;2.431;1.080;475;1.274;264
02.10.2022;20:00;1.147;434;1.536;4.367;0;29;1.005;2.368;988;472;1.285;264
02.10.2022;20:15;1.148;437;1.535;4.389;0;29;1.004;2.345;944;481;1.131;263
02.10.2022;20:30;1.150;439;1.511;4.461;0;29;1.007;2.374;916;473;811;265
02.10.2022;20:45;1.147;442;1.486;4.488;0;29;1.008;2.347;915;480;559;264
02.10.2022;21:00;1.147;448;1.484;4.488;0;29;1.009;2.352;929;474;589;263
02.10.2022;21:15;1.147;452;1.530;4.456;0;29;1.009;2.356;921;475;494;260
02.10.2022;21:30;1.148;457;1.511;4.474;0;29;1.008;2.356;902;479;422;259
02.10.2022;21:45;1.148;462;1.454;4.434;0;29;1.007;2.361;878;471;450;265
02.10.2022;22:00;1.149;469;1.397;4.379;0;29;1.009;2.365;846;473;476;265
02.10.2022;22:15;1.148;473;1.399;4.352;0;29;1.008;2.363;826;473;300;260
02.10.2022;22:30;1.147;487;1.403;4.416;0;29;1.008;2.367;780;472;347;256
02.10.2022;22:45;1.147;499;1.367;4.429;0;29;1.007;2.365;778;472;256;263
02.10.2022;23:00;1.146;512;1.344;4.372;0;29;1.008;2.360;798;467;396;265
02.10.2022;23:15;1.146;506;1.340;4.309;0;29;1.007;2.345;785;465;292;264
02.10.2022;23:30;1.147;511;1.335;4.310;0;29;1.008;2.360;780;468;189;263
02.10.2022;23:45;1.146;515;1.350;4.362;0;29;1.002;2.397;772;463;149;263
03.10.2022;00:00;1.145;525;1.311;4.413;0;29;1.006;2.414;700;518;46;264
03.10.2022;00:15;1.146;523;1.332;4.412;0;29;1.005;2.382;694;552;37;263
03.10.2022;00:30;1.143;522;1.342;4.415;0;29;1.006;2.389;695;546;32;262
03.10.2022;00:45;1.141;526;1.293;4.263;0;29;1.005;2.382;698;549;9;259
03.10.2022;01:00;1.136;528;1.294;4.217;0;29;1.007;2.383;731;523;35;261
03.10.2022;01:15;1.134;522;1.325;4.254;0;29;1.006;2.353;740;526;30;263
03.10.2022;01:30;1.137;519;1.364;4.219;0;29;1.006;2.327;765;526;2;264
03.10.2022;01:45;1.137;520;1.287;4.271;0;29;1.006;2.357;786;520;1;262
03.10.2022;02:00;1.137;531;1.204;4.297;0;29;1.008;2.366;797;524;9;261
03.10.2022;02:15;1.136;523;1.119;4.277;0;29;1.007;2.341;809;552;0;259
03.10.2022;02:30;1.136;516;1.113;4.271;0;29;1.008;2.304;814;553;2;258
03.10.2022;02:45;1.135;513;1.090;4.286;0;29;1.008;2.239;852;551;0;258
03.10.2022;03:00;1.133;511;1.066;4.262;0;29;1.008;2.203;871;573;0;259
03.10.2022;03:15;1.132;512;1.040;4.336;0;29;1.008;2.165;887;595;0;260
03.10.2022;03:30;1.132;512;1.013;4.341;0;29;1.009;2.133;903;613;0;261
03.10.2022;03:45;1.128;513;958;4.279;0;29;1.008;2.101;948;626;0;262
03.10.2022;04:00;1.128;511;871;4.192;0;29;1.009;2.110;977;683;1;261
03.10.2022;04:15;1.127;510;817;4.127;0;29;1.009;2.109;993;739;4;254
03.10.2022;04:30;1.126;510;835;3.996;0;29;1.009;2.129;1.035;763;88;248
03.10.2022;04:45;1.123;514;828;3.978;0;29;1.009;2.181;1.042;771;89;258
03.10.2022;05:00;1.123;511;807;3.932;0;29;1.007;2.262;1.043;764;117;259
03.10.2022;05:15;1.124;514;832;3.884;0;29;1.009;2.301;1.072;763;140;258
03.10.2022;05:30;1.124;510;823;3.826;0;29;1.009;2.304;1.125;767;115;258
03.10.2022;05:45;1.122;520;827;3.824;0;29;1.008;2.339;1.242;767;96;259
03.10.2022;06:00;1.121;517;903;3.795;0;29;1.005;2.356;1.396;770;132;260
03.10.2022;06:15;1.122;518;876;3.805;0;29;1.009;2.353;1.551;771;191;257
03.10.2022;06:30;1.122;531;853;3.790;0;29;1.010;2.364;1.586;770;316;258
03.10.2022;06:45;1.124;533;855;3.706;0;29;1.010;2.330;1.665;771;315;256
03.10.2022;07:00;1.127;542;841;3.624;1;29;1.009;2.288;1.707;773;1.046;257
03.10.2022;07:15;1.126;563;811;3.645;10;29;1.009;2.266;1.719;769;1.073;257
03.10.2022;07:30;1.128;569;769;3.587;52;29;1.010;2.269;1.733;770;1.191;258
03.10.2022;07:45;1.129;544;741;3.452;170;29;1.010;2.310;1.747;773;1.374;256
03.10.2022;08:00;1.130;567;730;3.348;365;29;1.009;2.387;1.760;770;1.380;261
03.10.2022;08:15;1.133;566;729;3.225;626;29;1.009;2.428;1.790;768;1.309;259
03.10.2022;08:30;1.135;549;741;3.162;922;29;1.013;2.459;1.816;769;1.289;258
03.10.2022;08:45;1.137;540;742;3.084;1.230;29;1.013;2.447;1.837;770;1.203;259
03.10.2022;09:00;1.137;561;765;2.979;1.565;30;1.013;2.439;1.884;768;1.100;260
03.10.2022;09:15;1.137;558;758;2.922;1.958;30;1.012;2.442;1.905;772;940;257
03.10.2022;09:30;1.142;545;757;2.869;2.363;30;1.011;2.460;1.865;772;785;255
03.10.2022;09:45;1.141;537;720;2.849;2.772;29;1.012;2.471;1.806;773;697;259
03.10.2022;10:00;1.142;543;685;2.909;3.133;29;1.013;2.510;1.720;775;685;262
03.10.2022;10:15;1.141;537;679;2.894;3.462;29;1.011;2.506;1.656;771;483;255
03.10.2022;10:30;1.141;522;711;2.932;3.799;29;1.010;2.504;1.533;766;408;259
03.10.2022;10:45;1.140;513;698;2.961;4.086;29;1.009;2.526;1.424;774;271;261
03.10.2022;11:00;1.143;499;696;3.006;4.404;29;1.009;2.529;1.306;757;69;261
03.10.2022;11:15;1.143;519;678;3.084;4.671;29;1.006;2.531;1.211;750;39;261
03.10.2022;11:30;1.144;492;664;3.141;4.867;29;1.002;2.510;1.193;756;33;261
03.10.2022;11:45;1.145;498;654;3.259;5.000;29;998;2.499;1.164;757;33;261
03.10.2022;12:00;1.147;540;638;3.253;5.051;29;1.003;2.532;1.094;762;4;260
03.10.2022;12:15;1.144;532;628;3.336;5.077;29;1.008;2.546;1.058;759;5;262
03.10.2022;12:30;1.144;521;620;3.355;5.061;29;1.008;2.558;1.039;760;6;261
03.10.2022;12:45;1.143;514;644;3.381;5.015;29;1.008;2.544;990;762;5;261
03.10.2022;13:00;1.144;525;665;3.361;4.922;29;1.008;2.555;994;752;55;261
03.10.2022;13:15;1.145;515;646;3.391;4.820;29;1.008;2.560;971;752;61;258
03.10.2022;13:30;1.144;522;659;3.384;4.776;29;1.008;2.560;969;753;31;260
03.10.2022;13:45;1.143;518;658;3.427;4.623;29;1.007;2.530;974;754;30;262
03.10.2022;14:00;1.143;506;641;3.418;4.477;29;1.008;2.520;1.013;750;2;261
03.10.2022;14:15;1.144;511;637;3.323;4.370;29;1.008;2.518;1.018;757;0;260
03.10.2022;14:30;1.143;543;605;3.368;4.214;29;1.008;2.527;1.000;754;2;261
03.10.2022;14:45;1.142;533;576;3.313;4.038;29;1.006;2.527;1.055;756;8;262
03.10.2022;15:00;1.140;538;556;3.217;3.859;29;1.008;2.540;1.139;753;6;262
03.10.2022;15:15;1.138;547;542;3.145;3.635;29;1.008;2.521;1.189;755;38;263
03.10.2022;15:30;1.140;528;524;3.088;3.442;29;1.009;2.507;1.260;755;106;261
03.10.2022;15:45;1.141;542;521;3.040;3.223;29;1.008;2.523;1.358;756;139;257
03.10.2022;16:00;1.144;540;495;2.951;2.930;29;1.006;2.584;1.497;772;25;261
03.10.2022;16:15;1.144;546;457;2.889;2.629;29;1.008;2.624;1.544;679;120;260
03.10.2022;16:30;1.144;541;445;2.820;2.328;29;1.008;2.626;1.629;687;364;260
03.10.2022;16:45;1.145;541;443;2.698;2.005;29;1.007;2.626;1.770;703;605;259
03.10.2022;17:00;1.145;489;441;2.507;1.668;29;1.005;2.656;1.874;731;159;260
03.10.2022;17:15;1.144;523;421;2.373;1.331;29;1.008;2.676;1.918;747;502;254
03.10.2022;17:30;1.148;566;405;2.292;983;29;1.009;2.683;1.934;748;995;257
03.10.2022;17:45;1.147;570;390;2.143;673;29;1.009;2.703;1.975;763;1.542;259
03.10.2022;18:00;1.148;485;385;2.068;421;29;1.005;2.773;2.042;792;1.213;261
03.10.2022;18:15;1.147;510;373;2.019;220;29;1.008;2.817;2.074;790;1.472;259
03.10.2022;18:30;1.145;523;340;2.080;83;29;1.009;2.832;2.094;791;1.674;256
03.10.2022;18:45;1.144;523;316;2.069;16;29;1.010;2.847;2.108;793;1.715;262
03.10.2022;19:00;1.144;509;298;2.028;1;29;1.008;2.880;2.112;799;1.758;263
03.10.2022;19:15;1.145;537;304;1.992;0;29;1.010;2.908;2.122;797;1.823;261
03.10.2022;19:30;1.146;506;311;1.989;0;29;1.010;2.922;2.133;797;1.815;261
03.10.2022;19:45;1.147;503;319;2.009;0;29;1.007;2.921;2.139;800;1.637;262
03.10.2022;20:00;1.148;526;318;2.028;0;29;1.009;2.901;2.158;787;1.566;262
03.10.2022;20:15;1.150;529;320;1.984;0;29;1.008;2.895;2.173;795;1.558;262
03.10.2022;20:30;1.150;509;310;1.999;0;29;1.007;2.876;2.177;793;1.368;261
03.10.2022;20:45;1.149;485;309;2.007;0;29;1.007;2.878;2.185;792;1.162;260
03.10.2022;21:00;1.149;539;308;2.046;0;29;1.009;2.880;2.196;796;1.114;263
03.10.2022;21:15;1.152;542;341;2.022;0;29;1.008;2.874;2.168;798;1.005;262
03.10.2022;21:30;1.150;535;382;2.021;0;29;1.007;2.846;2.119;801;835;256
03.10.2022;21:45;1.148;519;405;1.949;0;29;1.007;2.836;2.117;804;752;259
03.10.2022;22:00;1.150;570;434;1.897;0;29;1.009;2.895;2.083;753;715;262
03.10.2022;22:15;1.150;534;460;1.860;0;29;1.009;2.928;2.056;731;617;259
03.10.2022;22:30;1.150;539;486;1.858;0;29;1.009;2.924;2.049;728;541;260
03.10.2022;22:45;1.149;507;540;1.864;0;29;1.009;2.941;2.030;730;406;262
03.10.2022;23:00;1.149;555;536;1.831;0;29;1.010;3.022;2.026;643;267;258
03.10.2022;23:15;1.150;533;520;1.834;0;29;1.009;3.025;1.968;606;156;258
03.10.2022;23:30;1.151;517;538;1.838;0;29;1.009;3.030;1.969;604;63;260
03.10.2022;23:45;1.152;502;552;1.775;0;29;1.008;3.035;1.972;607;76;262
04.10.2022;00:00;1.152;530;559;1.780;0;29;1.005;3.061;1.989;578;97;263
04.10.2022;00:15;1.149;522;551;1.777;0;29;1.004;3.047;1.996;576;41;263
04.10.2022;00:30;1.147;533;546;1.722;0;29;1.003;3.049;1.910;573;42;262
04.10.2022;00:45;1.145;541;556;1.674;0;29;1.003;3.048;1.861;574;25;264
04.10.2022;01:00;1.143;564;561;1.650;0;29;1.005;3.061;1.816;551;49;264
04.10.2022;01:15;1.142;556;593;1.621;0;29;1.003;3.051;1.795;548;20;263
04.10.2022;01:30;1.139;545;611;1.606;0;29;1.003;3.050;1.800;555;12;262
04.10.2022;01:45;1.143;518;620;1.551;0;29;1.003;3.051;1.806;549;17;263
04.10.2022;02:00;1.145;537;653;1.539;0;29;1.006;3.060;1.804;549;47;262
04.10.2022;02:15;1.145;533;661;1.535;0;29;1.004;3.052;1.850;555;38;262
04.10.2022;02:30;1.145;538;678;1.504;0;29;1.005;3.061;1.898;554;42;262
04.10.2022;02:45;1.145;532;681;1.481;0;29;1.005;3.055;1.898;553;33;262
04.10.2022;03:00;1.146;538;667;1.441;0;29;1.007;3.070;1.882;573;42;262
04.10.2022;03:15;1.140;548;650;1.418;0;29;1.007;3.067;1.883;598;55;263
04.10.2022;03:30;1.140;545;652;1.385;0;29;1.006;3.069;1.905;601;54;263
04.10.2022;03:45;1.138;547;651;1.337;0;29;1.007;3.063;1.919;617;70;262
04.10.2022;04:00;1.136;532;667;1.305;0;29;1.012;3.067;1.994;622;45;261
04.10.2022;04:15;1.136;523;705;1.294;0;29;1.017;3.058;2.035;625;31;262
04.10.2022;04:30;1.137;528;719;1.251;0;29;1.016;3.062;2.070;624;44;261
04.10.2022;04:45;1.136;551;693;1.209;0;29;1.016;3.062;2.147;636;73;262
04.10.2022;05:00;1.138;529;666;1.199;0;29;1.015;3.048;2.223;642;17;261
04.10.2022;05:15;1.138;525;668;1.182;0;30;1.018;3.058;2.316;650;24;260
04.10.2022;05:30;1.138;556;676;1.152;0;30;1.018;3.060;2.388;673;67;262
04.10.2022;05:45;1.132;563;680;1.175;0;30;1.018;3.056;2.465;733;288;262
04.10.2022;06:00;1.132;557;706;1.202;0;30;1.017;3.054;2.509;792;334;263
04.10.2022;06:15;1.133;573;714;1.200;0;30;1.018;3.061;2.534;823;820;264
04.10.2022;06:30;1.133;573;704;1.218;0;29;1.017;3.064;2.552;834;1.091;262
04.10.2022;06:45;1.132;625;680;1.208;0;29;1.017;3.078;2.560;866;1.328;261
04.10.2022;07:00;1.132;542;670;1.212;1;29;1.016;3.089;2.567;994;1.152;260
04.10.2022;07:15;1.132;587;689;1.245;9;29;1.017;3.101;2.576;1.054;1.281;262
04.10.2022;07:30;1.134;550;741;1.301;58;30;1.017;3.108;2.585;1.075;1.296;258
04.10.2022;07:45;1.134;548;787;1.310;177;30;1.016;3.108;2.583;1.080;1.292;257
04.10.2022;08:00;1.132;540;859;1.301;377;30;1.017;3.103;2.564;1.078;1.365;265
04.10.2022;08:15;1.131;570;901;1.301;612;29;1.017;3.108;2.540;1.075;1.271;267
04.10.2022;08:30;1.132;588;879;1.297;870;29;1.017;3.104;2.510;1.077;1.111;267
04.10.2022;08:45;1.128;589;855;1.307;1.160;29;1.016;3.087;2.497;1.078;1.025;267
04.10.2022;09:00;1.130;604;861;1.287;1.433;29;1.017;3.085;2.430;1.074;1.003;260
04.10.2022;09:15;1.132;575;890;1.239;1.747;29;1.017;3.051;2.403;1.073;929;259
04.10.2022;09:30;1.134;558;935;1.160;2.084;29;1.016;3.057;2.380;1.076;655;259
04.10.2022;09:45;1.135;543;1.011;1.122;2.406;29;1.016;3.044;2.352;1.053;477;259
04.10.2022;10:00;1.134;594;1.060;1.066;2.751;29;1.017;3.061;2.304;1.001;815;259
04.10.2022;10:15;1.136;576;1.082;984;3.111;29;1.016;3.047;2.267;897;583;260
04.10.2022;10:30;1.133;556;1.103;950;3.513;29;1.016;3.055;2.247;823;447;261
04.10.2022;10:45;1.134;552;1.101;909;3.959;29;1.016;3.058;2.231;782;216;261
04.10.2022;11:00;1.137;579;1.116;887;4.375;29;1.015;3.059;2.210;744;444;259
04.10.2022;11:15;1.135;514;1.175;905;4.785;29;1.013;3.033;2.167;724;215;258
04.10.2022;11:30;1.136;498;1.208;956;5.106;29;1.011;3.027;2.060;733;38;260
04.10.2022;11:45;1.139;500;1.197;947;5.514;29;1.009;3.036;1.920;728;44;261
04.10.2022;12:00;1.143;512;1.261;1.002;5.893;29;1.009;3.015;1.732;725;57;261
04.10.2022;12:15;1.142;512;1.250;1.103;6.239;29;1.005;2.988;1.652;710;0;261
04.10.2022;12:30;1.141;504;1.264;1.203;6.486;29;1.004;2.985;1.579;725;0;259
04.10.2022;12:45;1.139;504;1.270;1.272;6.594;29;1.002;2.982;1.450;724;0;257
04.10.2022;13:00;1.148;544;1.232;1.240;6.935;29;999;3.011;1.356;699;38;260
04.10.2022;13:15;1.150;536;1.220;1.354;6.992;29;996;2.986;1.317;688;73;260
04.10.2022;13:30;1.147;517;1.209;1.393;7.071;29;992;2.889;1.295;699;7;263
04.10.2022;13:45;1.149;513;1.222;1.387;7.084;29;982;2.805;1.278;691;0;261
04.10.2022;14:00;1.149;515;1.239;1.412;7.041;29;977;2.776;1.336;695;0;261
04.10.2022;14:15;1.141;526;1.244;1.402;6.911;29;977;2.764;1.312;627;42;263
04.10.2022;14:30;1.150;526;1.257;1.414;6.724;29;984;2.729;1.342;595;28;264
04.10.2022;14:45;1.151;518;1.322;1.484;6.498;29;985;2.740;1.361;586;3;264
04.10.2022;15:00;1.149;535;1.361;1.541;6.276;29;1.000;2.788;1.345;593;0;261
04.10.2022;15:15;1.150;541;1.335;1.645;5.972;29;1.006;2.834;1.347;585;10;265
04.10.2022;15:30;1.151;527;1.296;1.688;5.603;29;1.008;2.926;1.376;598;48;265
04.10.2022;15:45;1.151;524;1.296;1.718;5.214;29;1.007;2.968;1.413;590;28;269
04.10.2022;16:00;1.152;513;1.257;1.743;4.782;29;1.001;2.973;1.492;604;33;267
04.10.2022;16:15;1.151;516;1.265;1.761;4.321;29;1.005;3.004;1.588;608;72;269
04.10.2022;16:30;1.150;522;1.300;1.753;3.766;29;1.007;3.057;1.706;609;145;269
04.10.2022;16:45;1.145;522;1.331;1.694;3.212;29;1.007;3.090;1.855;616;468;264
04.10.2022;17:00;1.143;543;1.367;1.624;2.630;29;1.004;3.064;2.034;643;147;257
04.10.2022;17:15;1.146;569;1.388;1.580;2.050;29;1.006;3.116;2.197;647;295;259
04.10.2022;17:30;1.148;580;1.399;1.548;1.490;29;1.007;3.114;2.258;655;831;259
04.10.2022;17:45;1.141;604;1.411;1.516;977;29;1.007;3.145;2.255;686;1.368;265
04.10.2022;18:00;1.146;573;1.423;1.571;543;29;1.006;3.180;2.303;718;1.386;268
04.10.2022;18:15;1.146;578;1.432;1.695;231;29;1.007;3.198;2.331;721;1.581;268
04.10.2022;18:30;1.147;558;1.424;1.917;64;29;1.007;3.204;2.355;714;1.682;265
04.10.2022;18:45;1.146;560;1.416;2.155;10;29;1.007;3.208;2.370;703;1.631;265
04.10.2022;19:00;1.147;556;1.399;2.295;0;29;1.007;3.218;2.402;709;1.552;265
04.10.2022;19:15;1.148;535;1.396;2.554;0;29;1.006;3.213;2.430;704;1.480;265
04.10.2022;19:30;1.147;531;1.401;2.845;0;29;1.007;3.189;2.389;694;1.358;264
04.10.2022;19:45;1.145;507;1.428;3.154;0;29;1.007;3.185;2.376;689;1.168;264
04.10.2022;20:00;1.147;560;1.308;3.404;0;29;1.008;3.158;2.352;646;1.211;265
04.10.2022;20:15;1.147;536;1.321;3.600;0;29;1.008;3.138;2.289;654;947;266
04.10.2022;20:30;1.148;531;1.331;3.761;0;29;1.007;3.139;2.168;654;628;267
04.10.2022;20:45;1.145;528;1.345;3.917;0;29;1.007;2.864;2.046;648;359;267
